Year,Country,Item,Rainfall (mm),Temperature (Celsius),Pesticides (tonnes),Yield (hg/ha)
1990,Argentina,Wheat,629.5726999999999,14.495000833333334,26156,18947
1990,Australia,Barley,423.2581,21.967141666666667,17866,16766
1990,Australia,Carrots and turnips,423.2581,21.967141666666667,17866,354722
1990,Australia,Cauliflowers and broccoli,423.2581,21.967141666666667,17866,144976
1990,Australia,Hops,423.2581,21.967141666666667,17866,18562
1990,Australia,Maize,423.2581,21.967141666666667,17866,41821
1990,Australia,Oats,423.2581,21.967141666666667,17866,14659
1990,Australia,Potatoes,423.2581,21.967141666666667,17866,289832
1990,Australia,Rye,423.2581,21.967141666666667,17866,7016
1990,Australia,Sweet potatoes,423.2581,21.967141666666667,17866,137140
1990,Australia,Wheat,423.2581,21.967141666666667,17866,16344
1990,Austria,Barley,1162.8215,7.091763333333334,4246,51998
1990,Austria,Carrots and turnips,1162.8215,7.091763333333334,4246,356559
1990,Austria,Hops,1162.8215,7.091763333333334,4246,13333
1990,Austria,Maize,1162.8215,7.091763333333334,4246,81800
1990,Austria,Oats,1162.8215,7.091763333333334,4246,39402
1990,Austria,Potatoes,1162.8215,7.091763333333334,4246,249854
1990,Austria,Rye,1162.8215,7.091763333333334,4246,42600
1990,Austria,Wheat,1162.8215,7.091763333333334,4246,50479
1990,Bahrain,Carrots and turnips,37.91897,27.373908333333333,14,148462
1990,Bahrain,Cauliflowers and broccoli,37.91897,27.373908333333333,14,106875
1990,Bahrain,Potatoes,37.91897,27.373908333333333,14,186667
1990,Bahrain,Sweet potatoes,37.91897,27.373908333333333,14,116667
1990,Bangladesh,Barley,2646.27155,25.257941666666667,1266,6280
1990,Bangladesh,Cauliflowers and broccoli,2646.27155,25.257941666666667,1266,76198
1990,Bangladesh,Garlic,2646.27155,25.257941666666667,1266,30042
1990,Bangladesh,Ginger,2646.27155,25.257941666666667,1266,61476
1990,Bangladesh,Maize,2646.27155,25.257941666666667,1266,10015
1990,Bangladesh,Potatoes,2646.27155,25.257941666666667,1266,91410
1990,Bangladesh,Sweet potatoes,2646.27155,25.257941666666667,1266,98316
1990,Bangladesh,Wheat,2646.27155,25.257941666666667,1266,15034
1990,Barbados,Carrots and turnips,1978.9229,26.717074999999998,550,57880
1990,Barbados,Maize,1978.9229,26.717074999999998,550,26744
1990,Barbados,Sweet potatoes,1978.9229,26.717074999999998,550,84000
1990,Belize,Maize,2318.3874,25.458883333333333,771,18965
1990,Belize,Potatoes,2318.3874,25.458883333333333,771,90385
1990,Belize,Sweet potatoes,2318.3874,25.458883333333333,771,108750
1990,Bhutan,Barley,2013.0417499999999,11.949221666666666,4,10256
1990,Bhutan,Buckwheat,2013.0417499999999,11.949221666666666,4,10969
1990,Bhutan,Ginger,2013.0417499999999,11.949221666666666,4,91573
1990,Bhutan,Maize,2013.0417499999999,11.949221666666666,4,9524
1990,Bhutan,Potatoes,2013.0417499999999,11.949221666666666,4,119832
1990,Bhutan,Wheat,2013.0417499999999,11.949221666666666,4,7692
1990,Botswana,Maize,284.32852,21.955191666666668,17,2899
1990,Botswana,Wheat,284.32852,21.955191666666668,17,26178
1990,Brazil,Barley,1653.1716000000001,25.134833333333333,49695,14976
1990,Brazil,Buckwheat,1653.1716000000001,25.134833333333333,49695,10400
1990,Brazil,Garlic,1653.1716000000001,25.134833333333333,49695,41453
1990,Brazil,Maize,1653.1716000000001,25.134833333333333,49695,18735
1990,Brazil,Oats,1653.1716000000001,25.134833333333333,49695,9201
1990,Brazil,Potatoes,1653.1716000000001,25.134833333333333,49695,141084
1990,Brazil,Rye,1653.1716000000001,25.134833333333333,49695,10319
1990,Brazil,Sweet potatoes,1653.1716000000001,25.134833333333333,49695,101661
1990,Brazil,Wheat,1653.1716000000001,25.134833333333333,49695,11540
1990,Bulgaria,Barley,470.05288,11.275932500000001,3906,38544
1990,Bulgaria,Carrots and turnips,470.05288,11.275932500000001,3906,137020
1990,Bulgaria,Cauliflowers and broccoli,470.05288,11.275932500000001,3906,166566
1990,Bulgaria,Garlic,470.05288,11.275932500000001,3906,59230
1990,Bulgaria,Hops,470.05288,11.275932500000001,3906,6662
1990,Bulgaria,Maize,470.05288,11.275932500000001,3906,28771
1990,Bulgaria,Oats,470.05288,11.275932500000001,3906,18248
1990,Bulgaria,"Onions, shallots, green",470.05288,11.275932500000001,3906,107242
1990,Bulgaria,Potatoes,470.05288,11.275932500000001,3906,104986
1990,Bulgaria,Rye,470.05288,11.275932500000001,3906,20118
1990,Bulgaria,Wheat,470.05288,11.275932500000001,3906,45514
1990,Burkina Faso,Maize,652.12924,28.756333333333334,29,14612
1990,Burkina Faso,"Onions, shallots, green",652.12924,28.756333333333334,29,182358
1990,Burkina Faso,Potatoes,652.12924,28.756333333333334,29,61985
1990,Burkina Faso,Sweet potatoes,652.12924,28.756333333333334,29,67598
1990,Burundi,Maize,1244.30807,20.5007,92,13540
1990,Burundi,Potatoes,1244.30807,20.5007,92,34836
1990,Burundi,Sweet potatoes,1244.30807,20.5007,92,64427
1990,Burundi,Wheat,1244.30807,20.5007,92,7478
1990,Cameroon,Ginger,1625.9164,25.040425,2227,50000
1990,Cameroon,Maize,1625.9164,25.040425,2227,18543
1990,Cameroon,Potatoes,1625.9164,25.040425,2227,16142
1990,Cameroon,Sweet potatoes,1625.9164,25.040425,2227,78150
1990,Cameroon,Wheat,1625.9164,25.040425,2227,15000
1990,Canada,Barley,467.5251,-7.1663225,29568,29680
1990,Canada,Buckwheat,467.5251,-7.1663225,29568,11164
1990,Canada,Carrots and turnips,467.5251,-7.1663225,29568,441694
1990,Canada,Cauliflowers and broccoli,467.5251,-7.1663225,29568,139825
1990,Canada,Maize,467.5251,-7.1663225,29568,68602
1990,Canada,Oats,467.5251,-7.1663225,29568,23328
1990,Canada,Potatoes,467.5251,-7.1663225,29568,250994
1990,Canada,Rye,467.5251,-7.1663225,29568,17561
1990,Canada,Wheat,467.5251,-7.1663225,29568,22769
1990,Central African Republic,Maize,1294.05947,25.318816666666667,0,7324
1990,Central African Republic,Potatoes,1294.05947,25.318816666666667,0,24509
1990,Chad,Maize,246.28319000000002,27.017058333333335,68,9768
1990,Chad,Potatoes,246.28319000000002,27.017058333333335,68,59028
1990,Chad,Sweet potatoes,246.28319000000002,27.017058333333335,68,42303
1990,Chad,Wheat,246.28319000000002,27.017058333333335,68,15000
1990,Chile,Barley,641.35,8.374931666666667,15373,34797
1990,Chile,Carrots and turnips,641.35,8.374931666666667,15373,250000
1990,Chile,Cauliflowers and broccoli,641.35,8.374931666666667,15373,160000
1990,Chile,Garlic,641.35,8.374931666666667,15373,62999
1990,Chile,Maize,641.35,8.374931666666667,15373,81395
1990,Chile,Oats,641.35,8.374931666666667,15373,26241
1990,Chile,Potatoes,641.35,8.374931666666667,15373,150300
1990,Chile,Rye,641.35,8.374931666666667,15373,26996
1990,Chile,Sweet potatoes,641.35,8.374931666666667,15373,74784
1990,Chile,Wheat,641.35,8.374931666666667,15373,29481
1990,China,Barley,625.11433,6.997842500000001,775408,28061
1990,China,Buckwheat,625.11433,6.997842500000001,775408,12667
1990,China,Carrots and turnips,625.11433,6.997842500000001,775408,217127
1990,China,Cauliflowers and broccoli,625.11433,6.997842500000001,775408,229548
1990,China,Garlic,625.11433,6.997842500000001,775408,101465
1990,China,Ginger,625.11433,6.997842500000001,775408,101789
1990,China,Hops,625.11433,6.997842500000001,775408,16935
1990,China,Maize,625.11433,6.997842500000001,775408,45252
1990,China,Oats,625.11433,6.997842500000001,775408,18089
1990,China,"Onions, shallots, green",625.11433,6.997842500000001,775408,194794
1990,China,Potatoes,625.11433,6.997842500000001,775408,113209
1990,China,Rye,625.11433,6.997842500000001,775408,14916
1990,China,Sweet potatoes,625.11433,6.997842500000001,775408,166382
1990,China,Wheat,625.11433,6.997842500000001,775408,31941
1990,Colombia,Barley,2415.315,24.538066666666666,18058,18490
1990,Colombia,Carrots and turnips,2415.315,24.538066666666666,18058,253000
1990,Colombia,Cauliflowers and broccoli,2415.315,24.538066666666666,18058,150000
1990,Colombia,Maize,2415.315,24.538066666666666,18058,14498
1990,Colombia,Oats,2415.315,24.538066666666666,18058,20000
1990,Colombia,Potatoes,2415.315,24.538066666666666,18058,152736
1990,Colombia,Wheat,2415.315,24.538066666666666,18058,18483
1990,Comoros,Maize,1789.5166,25.438091666666665,1,23800
1990,Comoros,"Onions, shallots, green",1789.5166,25.438091666666665,1,25000
1990,Comoros,Potatoes,1789.5166,25.438091666666665,1,120000
1990,Comoros,Sweet potatoes,1789.5166,25.438091666666665,1,21000
1990,Costa Rica,Carrots and turnips,2989.4931,24.787625000000002,1447,352941
1990,Costa Rica,Ginger,2989.4931,24.787625000000002,1447,130000
1990,Costa Rica,Maize,2989.4931,24.787625000000002,1447,16554
1990,Costa Rica,Potatoes,2989.4931,24.787625000000002,1447,220000
1990,Cyprus,Barley,284.27633000000003,18.704943333333333,2185,18727
1990,Cyprus,Carrots and turnips,284.27633000000003,18.704943333333333,2185,666667
1990,Cyprus,Cauliflowers and broccoli,284.27633000000003,18.704943333333333,2185,200000
1990,Cyprus,Garlic,284.27633000000003,18.704943333333333,2185,37500
1990,Cyprus,Oats,284.27633000000003,18.704943333333333,2185,10000
1990,Cyprus,"Onions, shallots, green",284.27633000000003,18.704943333333333,2185,111500
1990,Cyprus,Potatoes,284.27633000000003,18.704943333333333,2185,232375
1990,Cyprus,Wheat,284.27633000000003,18.704943333333333,2185,20392
1990,Denmark,Barley,804.1894,9.434357499999999,5650,55347
1990,Denmark,Carrots and turnips,804.1894,9.434357499999999,5650,538462
1990,Denmark,Cauliflowers and broccoli,804.1894,9.434357499999999,5650,166667
1990,Denmark,Oats,804.1894,9.434357499999999,5650,46400
1990,Denmark,Potatoes,804.1894,9.434357499999999,5650,374583
1990,Denmark,Rye,804.1894,9.434357499999999,5650,50211
1990,Denmark,Wheat,804.1894,9.434357499999999,5650,74180
1990,Dominican Republic,Carrots and turnips,1347.4549,24.2411,4971,133333
1990,Dominican Republic,Garlic,1347.4549,24.2411,4971,56464
1990,Dominican Republic,Ginger,1347.4549,24.2411,4971,34286
1990,Dominican Republic,Maize,1347.4549,24.2411,4971,16479
1990,Dominican Republic,Potatoes,1347.4549,24.2411,4971,118759
1990,Dominican Republic,Sweet potatoes,1347.4549,24.2411,4971,60677
1990,Ecuador,Barley,1720.7307,21.894625,2537,7955
1990,Ecuador,Carrots and turnips,1720.7307,21.894625,2537,59468
1990,Ecuador,Cauliflowers and broccoli,1720.7307,21.894625,2537,85778
1990,Ecuador,Garlic,1720.7307,21.894625,2537,20731
1990,Ecuador,Maize,1720.7307,21.894625,2537,10602
1990,Ecuador,Oats,1720.7307,21.894625,2537,9072
1990,Ecuador,"Onions, shallots, green",1720.7307,21.894625,2537,69308
1990,Ecuador,Potatoes,1720.7307,21.894625,2537,71727
1990,Ecuador,Rye,1720.7307,21.894625,2537,2891
1990,Ecuador,Sweet potatoes,1720.7307,21.894625,2537,59520
1990,Ecuador,Wheat,1720.7307,21.894625,2537,7967
1990,Egypt,Barley,32.63788,22.395799999999998,13214,26617
1990,Egypt,Carrots and turnips,32.63788,22.395799999999998,13214,252769
1990,Egypt,Cauliflowers and broccoli,32.63788,22.395799999999998,13214,214225
1990,Egypt,Garlic,32.63788,22.395799999999998,13214,297859
1990,Egypt,Maize,32.63788,22.395799999999998,13214,57803
1990,Egypt,Potatoes,32.63788,22.395799999999998,13214,205592
1990,Egypt,Rye,32.63788,22.395799999999998,13214,19412
1990,Egypt,Sweet potatoes,32.63788,22.395799999999998,13214,257930
1990,Egypt,Wheat,32.63788,22.395799999999998,13214,51967
1990,El Salvador,Maize,1605.27509,24.100191666666664,2524,21383
1990,El Salvador,Potatoes,1605.27509,24.100191666666664,2524,140000
1990,El Salvador,Sweet potatoes,1605.27509,24.100191666666664,2524,64286
1990,Fiji,Ginger,2597.4602,24.391841666666668,153,329053
1990,Fiji,Maize,2597.4602,24.391841666666668,153,21081
1990,Fiji,Potatoes,2597.4602,24.391841666666668,153,75294
1990,Fiji,Sweet potatoes,2597.4602,24.391841666666668,153,69653
1990,Finland,Barley,502.78340000000003,2.8240358333333333,2001,35427
1990,Finland,Carrots and turnips,502.78340000000003,2.8240358333333333,2001,299340
1990,Finland,Cauliflowers and broccoli,502.78340000000003,2.8240358333333333,2001,113681
1990,Finland,Oats,502.78340000000003,2.8240358333333333,2001,36652
1990,Finland,Potatoes,502.78340000000003,2.8240358333333333,2001,214976
1990,Finland,Rye,502.78340000000003,2.8240358333333333,2001,30111
1990,Finland,Wheat,502.78340000000003,2.8240358333333333,2001,34847
1990,France,Barley,764.5496,11.765655,97701,56845
1990,France,Buckwheat,764.5496,11.765655,97701,24335
1990,France,Carrots and turnips,764.5496,11.765655,97701,316571
1990,France,Cauliflowers and broccoli,764.5496,11.765655,97701,103035
1990,France,Garlic,764.5496,11.765655,97701,71356
1990,France,Hops,764.5496,11.765655,97701,16294
1990,France,Maize,764.5496,11.765655,97701,60186
1990,France,Oats,764.5496,11.765655,97701,38651
1990,France,"Onions, shallots, green",764.5496,11.765655,97701,124138
1990,France,Potatoes,764.5496,11.765655,97701,290790
1990,France,Rye,764.5496,11.765655,97701,36424
1990,France,Wheat,764.5496,11.765655,97701,64787
1990,Gambia,Maize,761.36433,27.85705,34,12041
1990,Germany,Barley,720.9988,9.805418333333334,31289,53558
1990,Germany,Carrots and turnips,720.9988,9.805418333333334,31289,302912
1990,Germany,Cauliflowers and broccoli,720.9988,9.805418333333334,31289,211642
1990,Germany,Hops,720.9988,9.805418333333334,31289,13583
1990,Germany,Maize,720.9988,9.805418333333334,31289,67762
1990,Germany,Oats,720.9988,9.805418333333334,31289,44535
1990,Germany,Potatoes,720.9988,9.805418333333334,31289,257764
1990,Germany,Rye,720.9988,9.805418333333334,31289,37789
1990,Germany,Wheat,720.9988,9.805418333333334,31289,62734
1990,Ghana,Maize,1018.80281,27.775216666666665,66,11889
1990,Greece,Barley,530.2085500000001,14.272835,7420,17430
1990,Greece,Carrots and turnips,530.2085500000001,14.272835,7420,343923
1990,Greece,Cauliflowers and broccoli,530.2085500000001,14.272835,7420,191791
1990,Greece,Garlic,530.2085500000001,14.272835,7420,76470
1990,Greece,Maize,530.2085500000001,14.272835,7420,96965
1990,Greece,Oats,530.2085500000001,14.272835,7420,14186
1990,Greece,"Onions, shallots, green",530.2085500000001,14.272835,7420,197071
1990,Greece,Potatoes,530.2085500000001,14.272835,7420,189470
1990,Greece,Rye,530.2085500000001,14.272835,7420,18462
1990,Greece,Sweet potatoes,530.2085500000001,14.272835,7420,168333
1990,Greece,Wheat,530.2085500000001,14.272835,7420,19332
1990,Guatemala,Barley,2686.5654,23.563641666666665,12004,7881
1990,Guatemala,Cauliflowers and broccoli,2686.5654,23.563641666666665,12004,118286
1990,Guatemala,Garlic,2686.5654,23.563641666666665,12004,47761
1990,Guatemala,Maize,2686.5654,23.563641666666665,12004,20052
1990,Guatemala,Potatoes,2686.5654,23.563641666666665,12004,210685
1990,Guatemala,Wheat,2686.5654,23.563641666666665,12004,19983
1990,Guinea,Maize,1482.0897,25.985883333333334,80,10179
1990,Guinea,Sweet potatoes,1482.0897,25.985883333333334,80,49493
1990,Guinea-Bissau,Maize,1235.57967,27.2658,32,10678
1990,Guyana,Maize,3232.0758,26.006125,290,15666
1990,Haiti,Garlic,1331.0333,25.073708333333332,17,127273
1990,Haiti,Maize,1331.0333,25.073708333333332,17,7951
1990,Haiti,Potatoes,1331.0333,25.073708333333332,17,109308
1990,Haiti,Sweet potatoes,1331.0333,25.073708333333332,17,34921
1990,Honduras,Carrots and turnips,1941.0103,23.801466666666666,4577,110400
1990,Honduras,Cauliflowers and broccoli,1941.0103,23.801466666666666,4577,81250
1990,Honduras,Garlic,1941.0103,23.801466666666666,4577,30000
1990,Honduras,Maize,1941.0103,23.801466666666666,4577,15188
1990,Honduras,Potatoes,1941.0103,23.801466666666666,4577,113100
1990,Honduras,Sweet potatoes,1941.0103,23.801466666666666,4577,64286
1990,Honduras,Wheat,1941.0103,23.801466666666666,4577,5769
1990,Hungary,Barley,525.9694,10.814809166666668,12756,46082
1990,Hungary,Carrots and turnips,525.9694,10.814809166666668,12756,183394
1990,Hungary,Cauliflowers and broccoli,525.9694,10.814809166666668,12756,95238
1990,Hungary,Garlic,525.9694,10.814809166666668,12756,59912
1990,Hungary,Hops,525.9694,10.814809166666668,12756,8887
1990,Hungary,Maize,525.9694,10.814809166666668,12756,41577
1990,Hungary,Oats,525.9694,10.814809166666668,12756,34102
1990,Hungary,"Onions, shallots, green",525.9694,10.814809166666668,12756,150000
1990,Hungary,Potatoes,525.9694,10.814809166666668,12756,170773
1990,Hungary,Rye,525.9694,10.814809166666668,12756,25255
1990,Hungary,Wheat,525.9694,10.814809166666668,12756,50771
1990,Iceland,Carrots and turnips,1100.8886,1.6999125,3,231250
1990,Iceland,Cauliflowers and broccoli,1100.8886,1.6999125,3,96667
1990,Iceland,Potatoes,1100.8886,1.6999125,3,85000
1990,India,Barley,1203.61866,24.147116666666665,75000,14998
1990,India,Carrots and turnips,1203.61866,24.147116666666665,75000,140000
1990,India,Cauliflowers and broccoli,1203.61866,24.147116666666665,75000,142265
1990,India,Garlic,1203.61866,24.147116666666665,75000,38890
1990,India,Ginger,1203.61866,24.147116666666665,75000,28519
1990,India,Maize,1203.61866,24.147116666666665,75000,15178
1990,India,Potatoes,1203.61866,24.147116666666665,75000,157136
1990,India,Sweet potatoes,1203.61866,24.147116666666665,75000,79663
1990,India,Wheat,1203.61866,24.147116666666665,75000,21211
1990,Indonesia,Carrots and turnips,2664.383,26.171049999999997,2432,118204
1990,Indonesia,Cauliflowers and broccoli,2664.383,26.171049999999997,2432,127273
1990,Indonesia,Garlic,2664.383,26.171049999999997,2432,58900
1990,Indonesia,Ginger,2664.383,26.171049999999997,2432,83116
1990,Indonesia,Maize,2664.383,26.171049999999997,2432,21323
1990,Indonesia,Potatoes,2664.383,26.171049999999997,2432,141637
1990,Indonesia,Sweet potatoes,2664.383,26.171049999999997,2432,94450
1990,Iraq,Barley,139.10719,21.571807500000002,692,9647
1990,Iraq,Carrots and turnips,139.10719,21.571807500000002,692,116279
1990,Iraq,Cauliflowers and broccoli,139.10719,21.571807500000002,692,151765
1990,Iraq,Garlic,139.10719,21.571807500000002,692,34754
1990,Iraq,Maize,139.10719,21.571807500000002,692,24814
1990,Iraq,Oats,139.10719,21.571807500000002,692,10566
1990,Iraq,"Onions, shallots, green",139.10719,21.571807500000002,692,120861
1990,Iraq,Potatoes,139.10719,21.571807500000002,692,166681
1990,Iraq,Wheat,139.10719,21.571807500000002,692,10129
1990,Ireland,Barley,1186.0855999999999,9.875341666666666,2014,59197
1990,Ireland,Carrots and turnips,1186.0855999999999,9.875341666666666,2014,358182
1990,Ireland,Cauliflowers and broccoli,1186.0855999999999,9.875341666666666,2014,117778
1990,Ireland,Hops,1186.0855999999999,9.875341666666666,2014,10833
1990,Ireland,Oats,1186.0855999999999,9.875341666666666,2014,66055
1990,Ireland,Potatoes,1186.0855999999999,9.875341666666666,2014,248971
1990,Ireland,Rye,1186.0855999999999,9.875341666666666,2014,21925
1990,Ireland,Wheat,1186.0855999999999,9.875341666666666,2014,85307
1990,Israel,Barley,201.39059,19.584675,2491,5245
1990,Israel,Carrots and turnips,201.39059,19.584675,2491,677562
1990,Israel,Cauliflowers and broccoli,201.39059,19.584675,2491,254306
1990,Israel,Garlic,201.39059,19.584675,2491,194900
1990,Israel,Maize,201.39059,19.584675,2491,137935
1990,Israel,Oats,201.39059,19.584675,2491,13095
1990,Israel,"Onions, shallots, green",201.39059,19.584675,2491,319697
1990,Israel,Potatoes,201.39059,19.584675,2491,341996
1990,Israel,Sweet potatoes,201.39059,19.584675,2491,364167
1990,Israel,Wheat,201.39059,19.584675,2491,32031
1990,Italy,Barley,900.5612,12.469500833333335,100596,36449
1990,Italy,Carrots and turnips,900.5612,12.469500833333335,100596,470587
1990,Italy,Cauliflowers and broccoli,900.5612,12.469500833333335,100596,193249
1990,Italy,Garlic,900.5612,12.469500833333335,100596,87529
1990,Italy,Maize,900.5612,12.469500833333335,100596,76375
1990,Italy,Oats,900.5612,12.469500833333335,100596,19052
1990,Italy,Potatoes,900.5612,12.469500833333335,100596,191624
1990,Italy,Rye,900.5612,12.469500833333335,100596,25663
1990,Italy,Sweet potatoes,900.5612,12.469500833333335,100596,214829
1990,Italy,Wheat,900.5612,12.469500833333335,100596,29243
1990,Jamaica,Carrots and turnips,1768.3454,25.547908333333336,1217,106152
1990,Jamaica,Cauliflowers and broccoli,1768.3454,25.547908333333336,1217,103962
1990,Jamaica,Ginger,1768.3454,25.547908333333336,1217,31569
1990,Jamaica,Maize,1768.3454,25.547908333333336,1217,10588
1990,Jamaica,"Onions, shallots, green",1768.3454,25.547908333333336,1217,60867
1990,Jamaica,Potatoes,1768.3454,25.547908333333336,1217,122818
1990,Jamaica,Sweet potatoes,1768.3454,25.547908333333336,1217,112543
1990,Japan,Barley,1722.5144,11.935230833333334,79821,32601
1990,Japan,Buckwheat,1722.5144,11.935230833333334,79821,7518
1990,Japan,Carrots and turnips,1722.5144,11.935230833333334,79821,278553
1990,Japan,Cauliflowers and broccoli,1722.5144,11.935230833333334,79821,120000
1990,Japan,Ginger,1722.5144,11.935230833333334,79821,208333
1990,Japan,Hops,1722.5144,11.935230833333334,79821,19644
1990,Japan,Maize,1722.5144,11.935230833333334,79821,25457
1990,Japan,Oats,1722.5144,11.935230833333334,79821,22227
1990,Japan,"Onions, shallots, green",1722.5144,11.935230833333334,79821,231411
1990,Japan,Potatoes,1722.5144,11.935230833333334,79821,306736
1990,Japan,Rye,1722.5144,11.935230833333334,79821,5882
1990,Japan,Sweet potatoes,1722.5144,11.935230833333334,79821,231353
1990,Japan,Wheat,1722.5144,11.935230833333334,79821,36540
1990,Jordan,Barley,97.43433,18.7736175,734,8831
1990,Jordan,Carrots and turnips,97.43433,18.7736175,734,146500
1990,Jordan,Cauliflowers and broccoli,97.43433,18.7736175,734,231617
1990,Jordan,Garlic,97.43433,18.7736175,734,70135
1990,Jordan,Maize,97.43433,18.7736175,734,88905
1990,Jordan,"Onions, shallots, green",97.43433,18.7736175,734,111778
1990,Jordan,Potatoes,97.43433,18.7736175,734,316802
1990,Jordan,Wheat,97.43433,18.7736175,734,14461
1990,Kenya,Barley,744.9338,24.553508333333337,3469,18155
1990,Kenya,Garlic,744.9338,24.553508333333337,3469,152000
1990,Kenya,Ginger,744.9338,24.553508333333337,3469,21951
1990,Kenya,Maize,744.9338,24.553508333333337,3469,16591
1990,Kenya,Oats,744.9338,24.553508333333337,3469,10577
1990,Kenya,Potatoes,744.9338,24.553508333333337,3469,88655
1990,Kenya,Sweet potatoes,744.9338,24.553508333333337,3469,99153
1990,Kenya,Wheat,744.9338,24.553508333333337,3469,16551
1990,Kuwait,Barley,77.52941,25.406958333333336,14,27907
1990,Kuwait,Carrots and turnips,77.52941,25.406958333333336,14,210000
1990,Kuwait,Cauliflowers and broccoli,77.52941,25.406958333333336,14,288372
1990,Kuwait,Garlic,77.52941,25.406958333333336,14,164103
1990,Kuwait,Maize,77.52941,25.406958333333336,14,105455
1990,Kuwait,Potatoes,77.52941,25.406958333333336,14,200000
1990,Kuwait,Wheat,77.52941,25.406958333333336,14,31250
1990,Lebanon,Barley,337.01976,15.878414999999999,1221,17745
1990,Lebanon,Carrots and turnips,337.01976,15.878414999999999,1221,168919
1990,Lebanon,Cauliflowers and broccoli,337.01976,15.878414999999999,1221,200000
1990,Lebanon,Garlic,337.01976,15.878414999999999,1221,197500
1990,Lebanon,Maize,337.01976,15.878414999999999,1221,16910
1990,Lebanon,Oats,337.01976,15.878414999999999,1221,15789
1990,Lebanon,Potatoes,337.01976,15.878414999999999,1221,180927
1990,Lebanon,Wheat,337.01976,15.878414999999999,1221,19704
1990,Lesotho,Barley,618.94601,13.079605833333334,0,3846
1990,Lesotho,Maize,618.94601,13.079605833333334,0,11000
1990,Lesotho,Oats,618.94601,13.079605833333334,0,16085
1990,Lesotho,Potatoes,618.94601,13.079605833333334,0,176905
1990,Lesotho,Wheat,618.94601,13.079605833333334,0,8118
1990,Libya,Barley,44.29027,22.381200000000003,2803,4768
1990,Libya,Carrots and turnips,44.29027,22.381200000000003,2803,35714
1990,Libya,Cauliflowers and broccoli,44.29027,22.381200000000003,2803,99130
1990,Libya,Garlic,44.29027,22.381200000000003,2803,70000
1990,Libya,Maize,44.29027,22.381200000000003,2803,10000
1990,Libya,"Onions, shallots, green",44.29027,22.381200000000003,2803,180000
1990,Libya,Potatoes,44.29027,22.381200000000003,2803,80556
1990,Libya,Wheat,44.29027,22.381200000000003,2803,12317
1990,Madagascar,Carrots and turnips,1164.2364,22.1429,128,39231
1990,Madagascar,Cauliflowers and broccoli,1164.2364,22.1429,128,107407
1990,Madagascar,Garlic,1164.2364,22.1429,128,57143
1990,Madagascar,Maize,1164.2364,22.1429,128,9848
1990,Madagascar,"Onions, shallots, green",1164.2364,22.1429,128,27273
1990,Madagascar,Potatoes,1164.2364,22.1429,128,69744
1990,Madagascar,Sweet potatoes,1164.2364,22.1429,128,53407
1990,Madagascar,Wheat,1164.2364,22.1429,128,20000
